"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"3757",3757,"Yale Tung Chen","False","2021-01-16","Either or vaccines are SAFE, highly EFFECTIVE, even recovered, pregnant or… ","['modernavaccine', 'PfizerBioNTech', 'COVID19']",2,36,215,0.8298,0.463,0,0.537,80.75,"HIGH","POS",35
"3758",3758,"David Douglas","False","2021-01-16"," needs to get a grip of this now. He should be sorting this ton… ","",1,0,0,0,0,0,1,0,"LOW","NEU",35
"3762",3762,"Kylie Snyder","False","2021-01-16","2nd dose done. ","['PfizerCovidVaccine', 'Pfizer', 'PfizerBioNTech', 'atc', 'atsarehealthcare']",3,0,3,0,0,0,1,0.75,"LOW","NEU",35
"3767",3767,"Abbas","False","2021-01-16","23 die in Norway after receiving Pfizer COVID-19 vaccine, 13 were nursing home patients Ma… ","",1,0,0,-0.5994,0,0.218,0.782,0,"LOW","NEG",35
"3770",3770,"Jessica Rice","False","2021-01-16","Officially fully vaccinated! ","['CovidVaccine', 'rn', 'nurse', 'PfizerBioNTech', 'ThisIsOurShot', 'Pfizer', 'COVID19Vaccine']",3,2,4,0,0,0,1,2.5,"AVG","NEU",35
"3773",3773,"Tracy Hackshaw","False","2021-01-16"," Raises Concern Over vaccine - it has registered a total of 29 deaths among people over the… ","['Norway', 'PfizerBioNtech']",2,0,0,0,0,0,1,0,"LOW","NEU",35
"3774",3774,"Liz Thomas","False","2021-01-16","Feeling grateful. Covid 19 vaccine first dose today . Thank you ","['scientists', 'PfizerBioNTech', 'NHS', 'WeCanDoThis']",2,0,5,0.7184,0.467,0,0.533,1.25,"AVG","POS",35
"3776",3776,"Lisa Feasby","False","2021-01-16","And Dad has had first dose of Brilliantly organized multiple vaccination session at ","['PfizerBioNTech', 'askhambar', 'York']",2,0,3,0.6124,0.25,0,0.75,0.75,"LOW","POS",35
"3777",3777,"Springburn Reject","False","2021-01-16","I too have my concerns about vaccine which is a first for this technology and has no history… ","['PfizerBioNTech', 'mRNA']",2,1,2,-0.296,0,0.115,0.885,1.25,"AVG","NEG",35
"3779",3779,"DrSabrinaShah-Desai/ PerfectEyesLtd ™","False","2021-01-16","As a HCP of Indian origin, I took the vaccine. to reduce my chance of being seriously ill with ","['COVID19', 'Vaccines']",2,0,2,-0.3612,0.089,0.2,0.711,0.5,"LOW","NEG",35
"3780",3780,"Hector Arredondo","False","2021-01-16","Got my first today 😀 in Mexico🇲🇽. Finally a light of hope! ","['PfizerBioNTech', 'CovidVaccine']",2,0,3,0.69,0.341,0,0.659,0.75,"LOW","POS",35
"3782",3782,"WePalaver","False","2021-01-16","23 die in Norway after receiving Pfizer Covid-19 vaccine ","['vaccine', 'Pfizer', 'PfizerBioNTech', 'Sinovac', 'SputnikV']",3,2,2,-0.5994,0,0.328,0.672,2,"AVG","NEG",35
"3784",3784,"Robert Gittings","False","2021-01-16","I heard that if you don’t get enough A*s at A-level and can’t get the Oxford vaccine, you have to go to Durham and… ","",1,0,1,0,0,0,1,0.25,"LOW","NEU",35
"3791",3791,"hedi","False","2021-01-16","How will the UK now guarantee no mix and match of vaccines, having given away all 2nd dose of the Pfizer vaccine ?… ","",1,0,0,-0.0516,0.079,0.087,0.833,0,"LOW","NEG",35
"3793",3793,"Ian 3.5% #FBPE","False","2021-01-16"," I'm assuming its only happening with vaccine due to shelf life after defr… ","['PfizerBioNTech']",1,2,6,0,0,0,1,3,"AVG","NEU",35
"3794",3794,"ocean girl","False","2021-01-16"," 🙏put on hold&amp;clarify 1)have written&amp;approved delay of 2nd vaccine 2)is there data sup… ","['PfizerBioNTech']",1,0,0,-0.3182,0,0.15,0.85,0,"LOW","NEG",35
"3796",3796,"The New Indian Express","True","2021-01-16"," As 23 elderly people died in after receiving ","['Norway', 'PfizerBioNTech']",2,3,7,-0.5574,0,0.34,0.66,4,"AVG","NEG",35
"3801",3801,"Ian 3.5% #FBPE","False","2021-01-16"," trialled some patients 12 weeks later, didn’t.","['oxfordvaccine', 'PfizerBioNTech']",2,0,0,0,0,0,1,0,"LOW","NEU",35
"3805",3805,"ISI Pak's Pride","False","2021-01-16"," has slammed the media for its silence over the deaths of 23 Norwegian elderly patients who were vaccinat… ","['China', 'US']",2,29,74,0,0,0,1,40.25,"HIGH","NEU",35
"3807",3807,"Janta Ka Reporter","True","2021-01-16"," has slammed the media for its silence over the deaths of 23 Norwegian elderly patients who were vaccinat… ","['China', 'US']",2,15,46,0,0,0,1,22.75,"HIGH","NEU",35
"3808",3808,"ILKHA","True","2021-01-16","Coronavirus worldwide: The number of confirmed cases surpasses 94,379,000 ","['Sinovac', 'PfizerBioNTech']",2,1,4,0.0772,0.14,0,0.86,1.75,"AVG","POS",35
"3809",3809,"IANS Tweets","True","2021-01-16"," has slammed the media for its silence over the deaths of 23 Norwegian elderly patients who were vaccinat… ","['China', 'US']",2,6,17,0,0,0,1,8.75,"AVG","NEU",35
"3812",3812,"BBD 💻💪(Just here to share COVID info)","False","2021-01-16"," Adverse reactions to the Pfizer/BioNTech vaccine may have contributed to 23 deaths of some frail and elde… ","['BREAKING']",1,2,3,-0.3612,0,0.135,0.865,2.25,"AVG","NEG",35
"3815",3815,"ANONYMOUS | ANONOPS | ANONYMOUS OPERATION |📡","False","2021-01-16"," side effect. however, not everything is said out loud in the media! this will be considered a global he… ","['Anonymous']",1,5,11,0,0,0,1,6.5,"AVG","NEU",35
"3816",3816,"moneycontrol","True","2021-01-16","23 elderly persons passed away shortly after receiving their first shots of the Pfizer-BioNTech mRNA COVID-19 vacci… ","",1,22,44,0,0,0,1,27.5,"HIGH","NEU",35
"3838",3838,"Healthwire","False","2021-01-16","23 Elderly People Dead After Pfizer Shot In Norway ","['Norway', 'PfizerBioNTech']",2,1,4,-0.6486,0,0.35,0.65,1.75,"AVG","NEG",35
"3841",3841,"KiratLalla","False","2021-01-16","The Deputy DG, Dr Anban Pillay, says they have applied to for possible procurement of its last bat… ","['COVAX']",1,0,1,0,0,0,1,0.25,"LOW","NEU",35
"3842",3842,"SAfm news","False","2021-01-16","The Deputy DG, Dr Anban Pillay, says they have applied to for possible procurement of its last bat… ","['COVAX']",1,1,7,0,0,0,1,2.5,"AVG","NEU",35
"3847",3847,"Amelia Abasolo","False","2021-01-25","Had 1st dose of Pfizer vaccine today. Only side effects so far are sleepiness (but cannot sleep), some aches, but a… ","",1,0,0,0.2755,0.095,0,0.905,0,"LOW","POS",44
"3852",3852,"New Straits Times","True","2021-01-18"," Like all new drugs, the that have been authorised to protect against come with some sa… ","['NSTworld', 'vaccines', 'Covid19']",2,8,6,0.6249,0.267,0,0.733,7.5,"AVG","POS",37
"3861",3861,"ɬ∆Я∆🥵","False","2021-01-18","I’m getting the vaccine today !! ","['PfizerBioNTech', 'Pfizervaccine', 'CovidVaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",37
"3862",3862,"Declan Terry","False","2021-01-18","3rd day vaccinating staff at Delighted to be able to help get this vaccine rolled out.… ","['BeaconHospital']",1,0,5,0.7184,0.3,0,0.7,1.25,"AVG","POS",37
"3866",3866,"IANS Tweets","True","2021-01-18","Australian Health Minister said that the country is seeking urgent information on the deaths of 29 elde… ","",1,1,6,0.2023,0.101,0,0.899,2.25,"AVG","POS",37
"3868",3868,"Monica Chopra Jagtap","False","2021-01-18","Display board in Ireland says it all. It’s a matter of concern that 29 persons die after receiving vaccine in… ","",1,112,118,-0.5859,0.048,0.17,0.783,113.5,"HIGH","NEG",37
"3870",3870,"Jack Handley","False","2021-01-18"," must administer 155 to avert a single case of mild It's relative risk reduction folks.… ","['Pfizer', 'vaccines', 'COVID19']",2,0,0,-0.4215,0,0.226,0.774,0,"LOW","NEG",37
"3873",3873,"105.3 Afro FM","False","2021-01-18"," 23 elderly people died within a short time of receiving the in Th… ","['International', 'PfizerBioNTech', 'COVID19', 'Norway']",2,0,0,-0.5574,0,0.231,0.769,0,"LOW","NEG",37
"3875",3875,"indicanews","False","2021-01-18","The Pfizer vaccine was granted emergency use authorization on Dec. 11 while the Moderna vaccine was given the same… ","",1,0,0,-0.1531,0.093,0.12,0.787,0,"LOW","NEG",37
"3876",3876,"VictorMeldrew","False","2021-01-18","So 23 nursing home residents in died within days after getting the - who’s keen for their vaccine?","['Norway', 'PfizerBioNTech', 'vaccine']",2,1,5,-0.2732,0.113,0.163,0.724,2,"AVG","NEG",37
"3882",3882,"The Nurse Bromo 🐝","False","2021-01-18","Update - 30 hours post 2nd shot started to feel chilly and then overheated. Checked my temp and it’s 100.2 - low… ","",1,0,22,0,0,0,1,5.5,"AVG","NEU",37
"3887",3887,"cbjnsr15","False","2021-01-17","Vaccine done. Got it on Thursday last week, but waited to make sure I could experience all the side effects!! S… ","",1,0,1,0.5475,0.15,0,0.85,0.25,"LOW","POS",36
"3889",3889,"Simon Hodes ⬅️2m➡️ 😷💉💉","False","2021-01-17"," 🇬🇧 updated advice 20th Dec from as below allowing us to give in… ","['PfizerBioNTech']",1,1,0,0,0,0,1,0.75,"LOW","NEU",36
"3894",3894,"Rafina Khateeb, MD MBA FACP SFHM","False","2021-01-17","Grateful that my elderly parents (overseas) got the last week. At the same time, it’s it… ","['PfizerBioNTech', 'vaccine']",2,0,6,0.4588,0.167,0,0.833,1.5,"AVG","POS",36
"3897",3897,"Ralph Bou Chebl","False","2021-01-17","All you need to know about the Covid vaccines ","['COVID19', 'modernavaccine', 'PfizerBioNTech']",2,2,2,0,0,0,1,2,"AVG","NEU",36
"3900",3900,"Shareq Inamdar","False","2021-01-17"," Why aren't you wearing masks? Have you taken the vaccine or vaccine ","['PfizerBioNTech', 'Moderna']",2,0,0,0,0,0,1,0,"LOW","NEU",36
"3901",3901,"Ian 3.5% #FBPE","False","2021-01-17"," I had my 1st a few days before the Queen. My 2nd dose is 10th March. I wonder w… ","['PfizerBioNTech', 'vaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",36
"3903",3903,"Nina Sherman","False","2021-01-17","Still no sign of Tiffany Dover? ","['tiffanydover', 'Pfizer', 'vaccine', 'WhereIsTiffanyDover', 'PfizerBioNTech', 'PfizerCovidVaccine', 'nurse', 'NoNewNormal']",3,1,4,-0.296,0,0.306,0.694,1.75,"AVG","NEG",36
"3905",3905,"Dharmendra Choudhary","False","2021-01-17"," Got my second shot ⁦ Hope, soon my all my fa… ","['PfizerBioNTech']",1,0,1,0.4404,0.225,0,0.775,0.25,"LOW","POS",36
"3906",3906,"Rosie Ellis","False","2021-01-17","Grateful today that I was able to get my 2nd . . Covi… ","['CovidVaccine', 'PfizerBioNTech', 'HopefulSunday', 'sciencematters']",2,0,1,0.4588,0.2,0,0.8,0.25,"LOW","POS",36
"3908",3908,"Om ॐ","False","2021-01-17","At least 22 people have died so far from the ( 💉in the 🇺🇸,… ","['PfizerBioNTech', 'COVID19', 'vaccine', 'UnitedStates']",2,7,6,-0.5574,0,0.217,0.783,6.75,"AVG","NEG",36
"3918",3918,"Gautam Aggarwal ENT","False","2021-01-17"," Where there no reports of such adverse events during trials ??","['PfizerBioNTech']",1,0,0,-0.6199,0,0.36,0.64,0,"LOW","NEG",36
"3923",3923,"Nurse Fay RN CCM","False","2021-01-17","Pfizer vaccine time at senior facility where I live Right after I got my vaccine, watched another resident get vacc… ","",1,43,67,0,0,0,1,49,"HIGH","NEU",36
"3927",3927,"Layla Siebert 💙","False","2021-01-17","Relieved to have received my first dose of just now. Bit overwhelmed and emotional. Science, I ❤️ you.","['PfizerBioNTech', 'CovidVaccine']",2,0,8,0.5267,0.252,0,0.748,2,"AVG","POS",36
"3928",3928,"The New Indian Express","True","2021-01-17","As the elderly people who died in after receiving vaccine touched 29, experts in I… ","['Norway', 'PfizerBioNTech', 'COVID19']",2,3,1,-0.5574,0,0.205,0.795,2.5,"AVG","NEG",36
"3929",3929,"ℙ𝕙𝕚𝕝 ⚒ #FBPE #RejoinEU #GTTO","False","2021-01-17"," It is only the UK that is delaying the 2nd vaccination, f… ","['PfizerBioNTech']",1,4,21,0,0,0,1,8.25,"AVG","NEU",36
"3930",3930,"STOP #IMMUNITYPASSPORTS","False","2021-01-17"," Anyone is welcome to take my spare double dose of the experimental technology from ","['mRNA', 'PfizerBioNTech']",2,0,6,0.4588,0.188,0,0.812,1.5,"AVG","POS",36
"3932",3932,"Harsh  Gupta","False","2021-01-17","A total of 29 people have died in Norway after taking a dose of Pfizer COVID-19 Vaccine READ:… ","",1,0,0,-0.5574,0,0.175,0.825,0,"LOW","NEG",36
"3936",3936,"Saju Mathew MD MPH","False","2021-01-17","Shot Done. Thanks. Let’s get everyone who wants the vaccine, vaccinated! ","['PfizerBioNTech']",1,3,42,0.4926,0.242,0,0.758,12.75,"HIGH","POS",36
"3937",3937,"Kuyang Pepe","False","2021-01-17","From 23 to 29 elderly dies in Norway after Pfizer Covid-19 Vaccine jab. ","['COVID19PH', 'COVID19', 'Pfizer']",2,0,0,0,0,0,1,0,"LOW","NEU",36
"3938",3938,"Dr.Altaf Dashti","False","2021-01-17","System has been activated and updated 🤪 ✌🏼 ","['Second_dose', 'PfizerBioNTech', 'BillGates']",2,1,12,0.4939,0.211,0,0.789,3.75,"AVG","POS",36
"3940",3940,"TheLiveMirror","False","2021-01-17","29 Dead In Norway After Getting Vaccinated With Pfizer’s BioNTech Covid-19 Vaccine ","['Norway', 'PfizerVaccine']",2,1,0,-0.6486,0,0.281,0.719,0.75,"LOW","NEG",36
"3943",3943,"Rose Webster","False","2021-01-25"," said: ""both vaccines were approved, they went through rigorous testing""?… ","",1,2,1,0.1779,0.217,0.163,0.62,1.75,"AVG","POS",44
"3948",3948,"Pat","False","2021-01-19","Injection ✅ Injection ✅ Thanks Thanks ","['PfizerBioNTech', 'MaguenDavidAdom', 'Israel', 'COVID19', 'vaccination']",3,0,4,0.7003,0.367,0,0.633,1,"LOW","POS",38
"3950",3950,"travelobiz","False","2021-01-19","Emirates Group Launches COVID-19 Vaccination Programme ","['COVID19VaccinationProgramme', 'Dubai', 'EmiratesGroup']",2,1,2,0,0,0,1,1.25,"AVG","NEU",38
"3956",3956,"Primis Gaming","False","2021-01-19","Getting my 81 Year Old GrandParents the I’m very thankful that my grandparents can get this vaccine… ","['PfizerVaccine']",1,0,7,0.6115,0.2,0,0.8,1.75,"AVG","POS",38
"3957",3957,"Nitin Chopra","False","2021-01-19","Side Effects of Vaccine ! ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",38
"3960",3960,"Shuying Hu","False","2021-01-19","Pfizer-Biontech COVID-19 Vaccine Dose 1 taken! Wasn’t painful, didn’t experience any immediate side effects. I brou… ","",1,0,19,-0.4926,0,0.175,0.825,4.75,"AVG","NEG",38
"3972",3972,"Signs Of The Times","False","2021-01-18","Still want to take the 13 Israelis suffer FACIAL PARALYSIS after taking Pfizer… ","['jab', 'PfizerBioNTech', 'sideeffects']",2,6,3,-0.4939,0.082,0.222,0.696,5.25,"AVG","NEG",37
"3975",3975,"Dalia DeWhite","False","2021-01-18","It’s been 3 days since I got the Vaccine. So far I haven’t developed Autism, an extra limb, Bell’s… ","['PfizerBioNTech']",1,0,15,0,0,0,1,3.75,"AVG","NEU",37
"3981",3981,"حسن سجواني 🇦🇪 Hassan Sajwani","True","2021-01-18","Dubai 🇦🇪 plans to inoculate 70% of its population with the by the end of 2021, in a campaign free o… ","['PfizerBioNTech']",1,7,60,0.5106,0.142,0,0.858,20.25,"HIGH","POS",37
"3984",3984,"Irma Ancheta","False","2021-01-18","Vaccinator today .... giving hope to everyone ","['covid19', 'vaccine', 'PfizerBioNTech', 'Pfizer']",2,0,0,0.6486,0.515,0,0.485,0,"LOW","POS",37
"3986",3986,"David Gorski, MD, PhD","True","2021-01-18","Dr. Gregory Michael died of immune thrombocytic purpora (ITP) 16 days after vaccination with the ","['PfizerBioNTech']",1,3,22,-0.34,0.117,0.191,0.691,7.75,"AVG","NEG",37
"3987",3987,"Judy Gadde, DO, MBA","False","2021-01-18"," second vaccine dose completed this morning! So grateful to already be vaccinated! I only had arm p… ","['COVID19']",1,1,46,0.6652,0.218,0,0.782,12.25,"HIGH","POS",37
"3991",3991,"Comm Healthcare West","False","2021-01-18"," 👏 to Roscommon Vaccination Team for administrating the to reside… ","['ThankYou', 'PfizerBioNTech', 'CovidVaccine']",2,7,39,0,0,0,1,15,"HIGH","NEU",37
"3994",3994,"Saksi™","False","2021-01-18","Is the vaccine💉 safe? YES Deaths reported in Norway following could be due to normal tol… ","['COVID19', 'Pfizer', 'vaccine']",2,0,3,0.7456,0.297,0,0.703,0.75,"LOW","POS",37
"3997",3997,"Ian 3.5% #FBPE","False","2021-01-20"," They’re too busy reporting about our successful Obviously leaving out the part where we ig… ","['vaccinations']",1,3,7,0.5859,0.213,0,0.787,4,"AVG","POS",39
"3998",3998,"Dr Steve Moss 🎓🧬👨🏻‍💻💙🇪🇺🌍","False","2021-01-20","I’m a geek, I know 🤓😂🥰 Courtesy of 🙏 Thank you once again to 💙 Also ","",1,0,4,0.9468,0.439,0.128,0.433,1,"LOW","POS",39
"4002",4002,"michael grey","False","2021-01-20"," Hmm Sounds Like U Think should ""Act"" Like &amp; Demand ""Canada 1st"" ? the of… ","['Canada', 'Trump', 'CEO']",2,1,4,0.5423,0.27,0.081,0.649,1.75,"AVG","POS",39
"4004",4004,"Angharad Medi Evans","False","2021-01-20","💉🦠 There is light at the end of this long tunnel 🙌 ","['PfizerBioNTech', 'COVID19']",2,0,1,0,0,0,1,0.25,"LOW","NEU",39
"4012",4012,"michelle maher","False","2021-01-20","COVID-19: UK to look 'very carefully' at vaccine dosing after concerns raised over level of protection First dose m… ","",1,48,46,0.2006,0.091,0,0.909,47.5,"HIGH","POS",39
"4022",4022,"Grizzle Guts 🐸","False","2021-01-20","I will REFUSE the IF i am not guaranteed the second dose within 3 weeks. ","['vaccine', 'PfizerVaccine', 'PfizerBioNTech']",2,0,0,-0.4466,0,0.173,0.827,0,"LOW","NEG",39
"4024",4024,"👩🏻‍🏫 logic v covid19 🇬🇧 🦁🦁🦁 🇮🇳/🇵🇰/🇧🇩","False","2021-01-20"," 3/ 4. Unlike the “people” you reference do, I hav… ","['VaccineSafety', 'PfizerBioNTech']",2,1,0,0,0,0,1,0.75,"LOW","NEU",39
"4027",4027,"Juan Antonio Llorente Gómez","False","2021-01-20"," 🌎 🇵🇦 has just received 12,840 doses of the Vaccine. ","['BREAKING', 'Panama', 'PfizerBioNTech', 'PanavaC19', 'LlegadaVacunas']",3,0,1,0,0,0,1,0.25,"LOW","NEU",39
"4029",4029,"Juan Antonio Llorente Gómez","False","2021-01-20"," 🌎 🇵🇦 has just received 12,840 doses of the Vaccine. 💉 ","['BREAKING', 'Panama', 'PfizerBioNTech', 'PanavaC19', 'LlegadaVacunas']",3,2,2,0,0,0,1,2,"AVG","NEU",39
"4030",4030,"👩🏻‍🏫 logic v covid19 🇬🇧 🦁🦁🦁 🇮🇳/🇵🇰/🇧🇩","False","2021-01-20"," ""Only because there's no data available yet."" logic: That's precisely why one must exercise c… ","",1,1,1,-0.296,0,0.136,0.864,1,"LOW","NEG",39
"4031",4031,"Shelley Wagstaff","False","2021-01-20","Myself with my husband today as Team Swan roll out the COVID vaccination programme ","['COVID19', 'PfizerBioNTech', 'date']",2,1,9,0,0,0,1,3,"AVG","NEU",39
"4032",4032,"Riikka Kevo","False","2021-01-20"," making already tests with results in ~2 weeks. ""We have scientific confidenc… ","['UgurSahin', 'B117']",2,0,1,0,0,0,1,0.25,"LOW","NEU",39
"4036",4036,"Epoch Times Canada","False","2021-01-20","No Vaccine Doses to Be Shipped to Next Week: Fortin ","['PfizerBioNTech', 'Canada']",2,1,3,-0.296,0,0.196,0.804,1.5,"AVG","NEG",39
"4040",4040,"Madeleine Goldberg","False","2021-01-19","And just like that, I’m fully vaccinated against COVID-19! 🥳 🎉I’m glad to do my part in fighting off this pandemic.… ","",1,0,1,0.8221,0.351,0.079,0.57,0.25,"LOW","POS",38
"4045",4045,"Jack Handley","False","2021-01-19"," You blocked me for simply mentioning the fact that the benifit of vaccines are provided as a relative risk… ","",1,0,0,-0.2732,0,0.104,0.896,0,"LOW","NEG",38
"4048",4048,"Samir B. Patel, MD, FACR","False","2021-01-19","2nd vaccine dose received. For the community, patients, colleagues, associates, and families. Grate… ","['PfizerBioNTech']",1,1,5,0,0,0,1,2,"AVG","NEU",38
