"","X","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"6138",6138,"Robin Sen","False","2021-02-26","Many thanks to staff at this morning for my mRNA jab. ","['NHS', 'NewholmeHospital', 'Bakewell', 'NextGen', 'PfizerBioNTech']",3,0,12,0.4404,0.225,0,0.775,3,"AVG","POS",76
"2170",2170,"Post-Polio News (ppn)","False","2021-01-03","Palestinians excluded from Israeli Covid vaccine rollout as jabs go to settlers | ","",1,0,0,-0.34,0,0.167,0.833,0,"LOW","NEG",22
"2486",2486,"Anne Scott✨","False","2021-01-06","Done. ","['PfizerBioNTech', 'protectingmypatients', 'protectingme', 'protectingmyfamily', 'GPNs']",3,0,1,0,0,0,1,0.25,"LOW","NEU",25
"7220",7220,"theSun","False","2021-03-24","The number of Covid-19 cases today, 24 Mar 2021. Remember to observe safety and protective measures when you’re ou… ","",1,2,0,0.4767,0.194,0,0.806,1.5,"AVG","POS",102
"3377",3377,"Ian 3.5% #FBPE","False","2021-01-13"," Its world beating Laura &amp; this Gov is fully responsible! Every single decision has either been late wron… ","",1,1,5,-0.1776,0.118,0.15,0.731,2,"AVG","NEG",32
"810",810,"Michael Markovitz","False","2020-12-19","Very good video primer on how the &amp; vaccines work. “Rooted in Science”. Recommended ","['PfizerBioNTech', 'Moderna']",2,2,11,0.6115,0.294,0,0.706,4.25,"AVG","POS",7
"4030",4030,"👩🏻‍🏫 logic v covid19 🇬🇧 🦁🦁🦁 🇮🇳/🇵🇰/🇧🇩","False","2021-01-20"," ""Only because there's no data available yet."" logic: That's precisely why one must exercise c… ","",1,1,1,-0.296,0,0.136,0.864,1,"LOW","NEG",39
"2629",2629,"Ahmad Abu-Haniyeh","False","2021-01-08","95% protected 100% grateful to science and scientists 200% recommend you get yours!! ","['igottheshot', 'PfizerBioNTech']",2,1,81,0.8395,0.473,0,0.527,21,"HIGH","POS",27
"2802",2802,"Nataniel Lester-Coll, MD","True","2021-01-09"," Interestingly, I had fewer systemic side effects after dose of Arm soreness was m… ","['PfizerBioNTech']",1,0,5,0.4019,0.172,0,0.828,1.25,"AVG","POS",28
"5566",5566,"Kinetic Business Solutions Middle East","False","2021-02-15","Israel's largest healthcare provider reported a 94% drop in symptomatic infections among 600,000 people who receive… ","",1,0,0,-0.2732,0,0.123,0.877,0,"LOW","NEG",65
"3127",3127,"Coralie","False","2021-01-12","Never been so excited to get stabbed in the arm 🤗 thank you Wilbur for taking so much care despite being slig… ","",1,0,8,0.8399,0.363,0.088,0.549,2,"AVG","POS",31
"1938",1938,"Jen Allen","False","2020-12-31","Proudly vaccinated! Thanks for making it such an organized &amp; painless experience. ","['PfizerBioNTech']",1,1,30,0.8398,0.5,0,0.5,8.25,"AVG","POS",19
"7536",7536,"Jayan Karunarathna","False","2021-03-31","I’m so grateful to Science and all the scientists who made this happen. ","['PfizerBioNTech', 'PfizerCovidVaccine']",2,0,18,0.5095,0.215,0,0.785,4.5,"AVG","POS",109
"4586",4586,"John Hourihan","False","2021-01-27","Just had my second dose of the vaccine. Just as painless as last time around. Roll on one weeks time and immunity!","['PfizerBioNTech']",1,0,5,0.3595,0.106,0,0.894,1.25,"AVG","POS",46
"1577",1577,"Niall Phelan","False","2020-12-26","don't drop it!! 🇮🇪 ","['PfizerBioNTech']",1,0,4,0.3395,0.444,0,0.556,1,"LOW","POS",14
"1263",1263,"Lovin Dubai | لوڤن دبي","True","2020-12-23","EXCLUSIVE!! ","['vaccine', 'Pfizer', 'Pfizervaccine', 'PfizerBioNTech', 'PfizerCovidVaccine', 'dubai', 'uae']",3,1,1,0.2695,1,0,0,1,"LOW","POS",11
"2229",2229,"Christine Goodfriend","False","2021-01-02"," OMG congratulations 😷 💉","['vaccine', 'PfizerBioNTech']",2,0,1,0.5994,0.394,0,0.606,0.25,"LOW","POS",21
"3940",3940,"TheLiveMirror","False","2021-01-17","29 Dead In Norway After Getting Vaccinated With Pfizer’s BioNTech Covid-19 Vaccine ","['Norway', 'PfizerVaccine']",2,1,0,-0.6486,0,0.281,0.719,0.75,"LOW","NEG",36
"798",798,"Nursing News India","False","2020-12-19","Saudi Arabia Starts the Inoculation Process by Importing Two Shipments of the Vaccine ","['coronavaccine', 'covid19']",2,0,0,0,0,0,1,0,"LOW","NEU",7
"4012",4012,"michelle maher","False","2021-01-20","COVID-19: UK to look 'very carefully' at vaccine dosing after concerns raised over level of protection First dose m… ","",1,48,46,0.2006,0.091,0,0.909,47.5,"HIGH","POS",39
"1342",1342,"imran malik","False","2020-12-23","BREAKING: Dubai to begin Pfizer vaccine for residents 'free of charge' from 'TODAY' ","['Dubai', 'UAE', 'pfizer']",2,0,0,0.5106,0.216,0,0.784,0,"LOW","POS",11
"3155",3155,"Christina","False","2021-01-12","I took the pzifer vaccine dose 2 yesterday and today it knocked me off my feet. I feel like I’ve been hit by a Mac… ","",1,2,0,0.3612,0.094,0,0.906,1.5,"AVG","POS",31
"1141",1141,"Hyder Chattha","False","2020-12-24","As expected... COVID-19 vaccine is causing reactions at a rate that is 'superior' via… ","",1,11,14,0.5423,0.212,0,0.788,11.75,"HIGH","POS",12
"1598",1598,"Financial Mirror","False","2020-12-26","First batch of arrive in ","['Covid', 'vaccines', 'Cyprus', 'PfizerBioNTech']",2,0,7,0,0,0,1,1.75,"AVG","NEU",14
"3369",3369,"Sanah","False","2021-01-13","Here's a nice piece that explains what we should know about the two vaccines. Enjoy the fun analogies. 😀… ","",1,0,0,0.8957,0.424,0,0.576,0,"LOW","POS",32
"1677",1677,"Val Uchendu","False","2020-12-28","Getting vaccinated. ","['Pfizer', 'PfizerBioNTech', 'vaccine']",2,0,1,0,0,0,1,0.25,"LOW","NEU",16
"5103",5103,"Sarah #MikeYeadon #CO2ISLIFE #maketheswitch","False","2021-02-02"," Which one? is a definite no no ","['PfizerBiontech']",1,7,8,0.4567,0.444,0,0.556,7.25,"AVG","POS",52
"564",564,"Juan Ayza","False","2020-12-16","This is unbelievably happening indeed! People not to clear &amp; confirmed serious adverse reactions (Grade… ","['Awakening']",1,0,0,-0.6458,0,0.343,0.657,0,"LOW","NEG",4
"4982",4982,"jsavill","False","2021-01-30"," Agree. has approved rollout of - not yet- i guess waiting on final trial data.","['PfizerBioNTech', 'AstraZeneca']",2,0,0,0.6486,0.29,0,0.71,0,"LOW","POS",49
"3675",3675,"Tamer Yazar","False","2021-01-15"," started vaccinating health workers and public servants against ! The Health Ministry is plannin… ","['Indonesia', 'COVID19']",2,0,0,0,0,0,1,0,"LOW","NEU",34
"2977",2977,"MJ Srikant","False","2021-01-10","Israel is leading in vaccination drive with France floundering. Africa is far behind the horizon. If India does m… ","",1,0,0,0,0,0,1,0,"LOW","NEU",29
"4505",4505,"Extra i","False","2021-01-24","What are the Ingredients of a Vaccine? via ","['vaccine', 'covidvaccine', 'Covid_19']",2,0,1,0,0,0,1,0.25,"LOW","NEU",43
"4478",4478,"News Vibes of India","False","2021-01-25","Australia’s health regulator approves Pfizer Covid-19 vaccine for use ","",1,4,3,0.4019,0.252,0,0.748,3.75,"AVG","POS",44
"7459",7459,"Tyler Christopher","False","2021-04-01","Got my first poke! ","['PfizerBioNTech']",1,0,11,0,0,0,1,2.75,"AVG","NEU",110
"3062",3062,"Dr. Fun","False","2021-01-11","Dr Fun's I Feel Good - My effort at a PSA, please share so we can get on with 2021! ","['COVID19', 'PfizerCovidVaccine']",2,1,2,0.7712,0.312,0,0.688,1.25,"AVG","POS",30
"2839",2839,"kambiz mahmoudpour - مسول انجمن آزادی ادیان","False","2021-01-09",". Khamenei’s ban on the purchase of is a… ","['Iran', 'PfizerBioNTech', 'COVIDvaccines']",2,3,3,-0.5574,0,0.31,0.69,3,"AVG","NEG",28
"1373",1373,"ViEli","False","2020-12-22","“We are protecting the high risk.” - BULL SHIT! If that were true, 16 yo grocery workers wouldn’t… ","",1,0,0,-0.4263,0.12,0.197,0.683,0,"LOW","NEG",10
"330",330,"RoyaNewsEnglish","False","2020-12-15"," is pressuring to license the vaccine before Christmas ","['Berlin', 'Brussels', 'PfizerBioNTech']",2,0,0,-0.34,0,0.255,0.745,0,"LOW","NEG",3
"866",866,"Arooshi Kumar","False","2020-12-18","It’s Shot O’Clock! When it’s your turn, don’t miss your shot 🙏🏽 ","['IGotTheShot', 'VaccinesSaveLives', 'StickItToCOVID']",2,1,20,-0.2244,0,0.112,0.888,5.75,"AVG","NEG",6
"729",729,"AFP News Agency","True","2020-12-17"," The EU is set to start Covid-19 inoculations on December 27, Commission President Ursula von der Leyen said… ","['UPDATE']",1,20,31,0,0,0,1,22.75,"HIGH","NEU",5
"2595",2595,"(((Alan Tonelson)))","False","2021-01-08","If true, awfully good news: ","['CCPVirus', 'WuhanVirus', 'coronavirus', 'COVID19', 'mutantcovid', 'vaccines', 'PfizerBioNTech']",3,1,2,0.7178,0.666,0,0.334,1.25,"AVG","POS",27
"5074",5074,"Marc Bailey 💙","False","2021-02-01"," Thanks. I’m counting on the to protect me from the plague in the house 😬","['PfizerBiontech']",1,0,3,0.4767,0.263,0.115,0.622,0.75,"LOW","POS",51
"7184",7184,"bbykey","False","2021-03-25","I got my second vaccine and I am FEELIN IT. ","['PfizerBioNTech']",1,0,4,0,0,0,1,1,"LOW","NEU",103
"4141",4141,"Jeannie","False","2021-01-21","As promised, my daughter received the covid vaccine shot number one with no issues thanks to… ","",1,0,1,-0.2037,0.186,0.226,0.588,0.25,"LOW","NEG",40
"1863",1863,"Maria Greene","False","2020-12-30","No one is safe until we’re all safe… our peer to peer vaccinator team and pharmacy team ready to rol… ","['InThisTogether']",1,13,126,0.4939,0.22,0.089,0.691,41.25,"HIGH","POS",18
"2630",2630,"Ciara Nolan","False","2021-01-08","Immensely grateful to be able to receive my first dose of the vaccine today, right after my husband… ","['PfizerBioNTech']",1,2,96,0.4588,0.15,0,0.85,25.5,"HIGH","POS",27
"5837",5837,"Saju Mathew MD MPH","False","2021-02-19","One or Two doses? A study in Israel shows one shot of is 85 % effective. But the vaccine trials s… ","['PfizerBioNTech']",1,0,2,0.2617,0.093,0,0.907,0.5,"LOW","POS",69
"4191",4191,"Amy Moro *get vaccinated*","False","2021-01-20","Best day of my life! Vaccine complete! Thank you In 2 weeks, I’ll develop 95% immunity. Contin… ","['pfizerbiontech']",1,0,0,0.8065,0.327,0,0.673,0,"LOW","POS",39
"494",494,"Will Lester","False","2020-12-17","ICU Nurse Sonya Harrell receives the first dose of the in San Bernardino County… ","['PfizerBioNTech', 'COVID19Vaccine']",2,7,13,0,0,0,1,8.5,"AVG","NEU",5
"5027",5027,"Rodolfo Andrés ™️👁️‍🗨️#RenunciaPiñera","False","2021-02-02"," Same questions that real journalists had sorrounding &amp; vaccines &amp; i… ","['PfizerBiontech', 'Moderna']",2,0,2,0,0,0,1,0.5,"LOW","NEU",52
"4064",4064,"ッ MEDIOLANA® EDU","False","2021-01-19","The BMJ: 23 patients have died in Norway shortly after receiving the Pfizer BioNTec vaccine against COVID-19, raisi… ","",1,1,0,-0.5574,0,0.175,0.825,0.75,"LOW","NEG",38
"3601",3601,"Lucy Stun (she/her/hers)","False","2021-01-15","Completed dose ✌🏽of the COVID vaccine on Tues. I felt good enough to continue rounding with the ama… ","['PfizerBioNTech']",1,0,15,0.7269,0.234,0,0.766,3.75,"AVG","POS",34
"1680",1680,"Whtrslugcaviiersong#dontstayhomeandcatchcovid19","False","2020-12-28"," 🇬🇧 led 🌎 to ","['who', 'DrTedros', 'healthforall', 'PfizerBioNTech', 'pfizervaccine', 'coronavirusvaccine']",3,0,0,0,0,0,1,0,"LOW","NEU",16
"3732",3732,"Healthwire","False","2021-01-17","Think You Know What Happened in Norway?? Think Again ","['Norway', 'PfizerBioNTech', 'COVID19Vaccination', 'coronavirus']",2,3,3,0,0,0,1,3,"AVG","NEU",36
"6288",6288,"Heather Benham","False","2021-02-26"," just had my First great service from everyoneworking… ","['FF', 'Covidjab', 'PfizerBioNTech', 'imstillstanding']",2,0,2,0.6249,0.369,0,0.631,0.5,"LOW","POS",76
"492",492,"Timothy Singer, MD, MS","False","2020-12-17","Yes I got the vaccine tonight ⁦and no I’m not flexing! Grateful to receive it. ⁩ ","['COVID19', 'PfizerBioNTech']",2,3,51,-0.312,0.131,0.241,0.629,15,"HIGH","NEG",5
"1514",1514,"NATO","False","2020-12-21"," first shot to protect and keep my family, my friends, my colleagues, my neighbors, my p… ","['MyCovidVax', 'PfizerBioNTech']",2,1,4,0.6908,0.289,0,0.711,1.75,"AVG","POS",9
"3522",3522,"Beautiful Mind","False","2021-01-14"," Vaccine for Vaccine For ✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️","['PfizerBionTech', 'IRAN', 'moderna', 'IRAN']",2,0,0,0,0,0,1,0,"LOW","NEU",33
"19",19,"Braderz73🌹#GTTO 🇪🇺 🇬🇧","False","2020-12-12",". will rake in billions from its expensive but refuses to cut the price for lowe… ","['CovidVaccine']",1,3,3,-0.3919,0,0.15,0.85,3,"AVG","NEG",0
"993",993,"Nicole Osei","False","2020-12-21","Moderna's vaccine joins Pfizer Biontech's vaccine in the battle against the pandemic. Millions of doses ar… ","['COVID19']",1,3,3,-0.3818,0,0.148,0.852,3,"AVG","NEG",9
"311",311,"F “I’m dating Moderna” J","False","2020-12-16","It’ll be interesting to see the post-vaccine birth rates next winter. 😂 ","['COVID19', 'PfizerBioNTech']",2,0,1,0.6808,0.304,0.089,0.607,0.25,"LOW","POS",4
"4792",4792,"Mary Bragg Ion","False","2021-01-29","We have stickers! Very busy clinic today. Many relieved customers and some brave ones! ","['COVID19']",1,1,4,0.7639,0.354,0,0.646,1.75,"AVG","POS",48
"6960",6960,"The Straits Times","True","2021-03-17"," jabs will be administered at 4 new vaccination centres in starting from today. How it… ","['Moderna', 'Covid19', 'Singapore']",2,47,58,0,0,0,1,49.75,"HIGH","NEU",95
"6002",6002,"Roger","False","2021-02-22"," Online now. Yes, big CI overlap as few &gt; 27 days post-vaccination. But pretty clea… ","['oxfordastrazeneca']",1,0,0,0.7311,0.321,0,0.679,0,"LOW","POS",72
"5921",5921,"Lord Richard of Europe 🇪🇺","False","2021-02-20","Had my first Covid jab two hours ago. No problem - looking forward to jab 2.","['PfizerBioNTech']",1,0,0,0.3089,0.131,0,0.869,0,"LOW","POS",70
"2940",2940,"Ziggy Bench","False","2021-01-08"," Had our Pfizer jabs yesterday and feel fine . Please get vaccinated when offered it could save you… ","",1,0,2,0.743,0.327,0,0.673,0.5,"LOW","POS",27
"845",845,"Yasmeen Senussi","False","2020-12-18","What a surreal moment, I just got the COVID-19 vaccine this morning! I will continue to wear a mask and practice so… ","",1,0,3,0,0,0,1,0.75,"LOW","NEU",6
"2476",2476,"NIH Collaboratory","False","2021-01-06","HERO-TOGETHER is using the Registry to study long-term experiences of healthcare workers who receiv… ","",1,3,8,0,0,0,1,4.25,"AVG","NEU",25
"1730",1730,"Dan Stoenescu","False","2020-12-29","President said Romania🇷🇴would donate 200,000 doses of vaccine to R.… ","['PfizerBioNTech', 'COVID19']",2,2,5,0,0,0,1,2.75,"AVG","NEU",17
"7345",7345,"Gokhan Tezgor","False","2021-03-26","Tracking device...check! Sorry, stole that joke from a friend...I am actually smiling for the first time in a year!… ","",1,0,0,0.6688,0.251,0.056,0.693,0,"LOW","POS",104
"1634",1634,"Sue Reeve ♥️🧡💛💚💙💜🇪🇺🇪🇺🏳️‍🌈🏳️‍🌈","False","2020-12-27","Newsreader at 11.00 on announced Europe was starting administration of "" Coronavirus “ ! (Word omitted!)","['R4', 'PfizerBioNTech', 'vaccine']",2,1,0,0,0,0,1,0.75,"LOW","NEU",15
"1105",1105,"Adrian Pacurariu","False","2020-12-25","BREAKING: New against by just arrived in on the ","['vaccine', 'COVID19', 'PfizerBioNTech', 'Romania', 'ChristmasDay']",3,0,1,0,0,0,1,0.25,"LOW","NEU",13
"911",911,"Salehur Rahman","False","2020-12-18"," UK has already run out of the handful of vaccine it received. The vacc… ","['PfizerBioNTech', 'AstraZeneca']",2,0,0,0,0,0,1,0,"LOW","NEU",6
"7651",7651,"Andrew Anthony","False","2021-03-28","Day 87 - 8 Weeks after my 1st jab and jab 2 is in the bag (well deltoid muscle). Hope is real and the future looks… ","",1,0,6,0.6124,0.172,0,0.828,1.5,"AVG","POS",106
"4773",4773,"Daniel Antal","False","2021-01-27","My first ever Twitter poll: will the European Commission 🇪🇺resign in the year 2021 because of the handling of the c… ","",1,0,0,0,0,0,1,0,"LOW","NEU",46
"3024",3024,"Melanippe","False","2021-01-09"," Unless there’s something different about the vaccine? The ha… ","['PfizerBioNTech', 'AstraZeneca', 'OxfordVaccine']",2,0,0,0,0,0,1,0,"LOW","NEU",28
"6142",6142,"Dr Francesca Berry","False","2021-02-26","Today, on this beautifully sunny morning, I am v happy and v relieved (...I live with an autoimmune disease...) to… ","",1,2,39,0.9257,0.457,0,0.543,11.25,"HIGH","POS",76
"4349",4349,"Julia Klein","False","2021-01-22","It’s official! ✌🏼 for ✌🏼! Feeling a bit under the weather today but a small price to pay for immunity. Medicine is… ","",1,0,6,0.5321,0.179,0.048,0.773,1.5,"AVG","POS",41
"4841",4841,"#RustyolTrusty 😷💙🌊♻️🌳💚🐋🐬🐾💞🌸🌻🐝🦔🍀🎼🖼","False","2021-01-29"," 113K received vaccine here w/ a local incidence rate of anaphylaxis @ approx. 2.7 %. I.e.… ","['PfizerBioNTech']",1,1,0,0,0,0,1,0.75,"LOW","NEU",48
"5472",5472,"Villa Healthcare","False","2021-02-12","The at got their second ","['VillaTeam', 'BrookviewAVillaCenter', 'COVID19', 'vaccine', 'WeCanEndThis', 'GetVaccinated', 'Villa']",3,0,3,0,0,0,1,0.75,"LOW","NEU",62
"1562",1562,"Ramesh Bala","True","2020-12-21","After , and - now approves Covid vaccine..","['UK', 'Canada', 'US', 'Europe', 'PfizerBioNTech']",3,51,1786,0.4019,0.278,0,0.722,484.75,"HIGH","POS",9
"4774",4774,"Henna, MD ⭕️💉","False","2021-01-27"," I recommend to watch professor his twitter. He is chief Infectious Diseases &amp; Internal Med… ","",1,1,1,0.3612,0.152,0,0.848,1,"LOW","POS",46
"3119",3119,"ᴛʜᴇʟɪʙᴄᴏᴍᴍɪᴇ シ","False","2021-01-17","If you get this ""vaccine"", you're an absolute idiot. ","['vaccine', 'mRNA', 'PfizerBioNTech', 'Pfizer', 'depopulation']",3,0,0,-0.5106,0,0.292,0.708,0,"LOW","NEG",36
"6751",6751,"George | ジョージ | --. . --- .-. --. . |","False","2021-03-16","Must read on and ","['vaccination', 'PfizerBioNTech', 'Covid_19']",2,0,0,0,0,0,1,0,"LOW","NEU",94
"882",882,"Randaline Barnett, MD 🧠","False","2020-12-18","What a historical moment! I did this for my daughter, my husband, my family, my colleagues, my patients, and societ… ","",1,4,85,0,0,0,1,24.25,"HIGH","NEU",6
"5542",5542,"Giri Shan Rajahram","False","2021-02-14","Translating vaccine trial efficacy results to real-world effectiveness using mRNA vaccine… ","['COVID19', 'PfizerBioNTech']",2,1,3,0,0,0,1,1.5,"AVG","NEU",64
"6618",6618,"Ivana Pavlovic","False","2021-03-08","6) According to Adverse events potentially related to the vaccine include… ","['FDA', 'PfizerBioNTech', 'mRNA', 'COVID19']",2,0,3,-0.3612,0,0.2,0.8,0.75,"LOW","NEG",86
"2531",2531,"Mart","False","2021-01-12","Yes, extraordinary, but not the way you’re thinking! ","['lockdown', 'vaccine', 'PfizerVaccine', 'PfizerCovidVaccine']",2,0,0,0.2828,0.234,0,0.766,0,"LOW","POS",31
"2043",2043,"Gytha Ogg 🕯3.5% 🐟 #dogooder 🤗 #notmypm🎪🕷","False","2021-01-01"," I now declare I'… ","",1,0,2,0,0,0,1,0.5,"LOW","NEU",20
"1113",1113,"Treta","False","2020-12-25","Pfizer vaccine causing more allergic reactions than expected ","['coronavirus']",1,0,0,-0.3597,0,0.263,0.737,0,"LOW","NEG",13
"4186",4186,"🔬💉Pamélawatamela🍉📻","False","2021-01-20"," So this just happened. Another reason to celebrate… ","['CrushingCoVid', 'PfizerVaccine', 'PfizerBioNTech', 'Inauguration2021']",2,0,0,0,0,0,1,0,"LOW","NEU",39
