"","user_name","user_verified","date","text","hashtags","hashtags_count","retweets","favorites","compound_score","positive_score","negative_score","neutral_score","popularity_score","popularity_score_ctg","overall_sentiment","tweet_age"
"3172","kambiz mahmoudpour - مسول انجمن آزادی ادیان","False",2021-01-11,". Khamenei’s ban on the purchase of is a… ","['Iran', 'PfizerBioNTech', 'COVIDvaccines']","2",0,0,-0.5574,0,0.31,0.69,0,"LOW","NEG",30
"3173","kambiz mahmoudpour - مسول انجمن آزادی ادیان","False",2021-01-11,". Khamenei’s Red Crescent announced a ban on the import of 150,000 ","['Iran', 'PfizerBioNTech', 'vaccines']","2",0,0,-0.5574,0,0.247,0.753,0,"LOW","NEG",30
"3174","Sakariye M.","False",2021-01-11,"my mom got her first dose of the COVID19 vaccine! happy that my family won the fight against onli… ","['PfizerBioNTech']","1",0,10,0.7263,0.293,0.099,0.609,2.5,"AVG","POS",30
"3175","🌱Cats & Shielding 🌱","False",2021-01-11," A vaccine at 3am next week or office hours in a month? Tricky one. I’m shielding and in JCVI Group 4. Plea… ","","1",1,1,-0.1531,0,0.071,0.929,1,"LOW","NEG",30
"3176","PharmaScholar","False",2021-01-11," Looks great! I was involved in the role out of the… ","","1",0,0,0.6588,0.305,0,0.695,0,"LOW","POS",30
"3177","The Peninsula Qatar","True",2021-01-11," has boosted the 2021 delivery target for their vaccine to 2 billion doses, up from 1.3 bil… ","['PfizerBioNTech', 'COVID19']","2",0,3,0.3612,0.135,0,0.865,0.75,"LOW","POS",30
"3178","kambiz mahmoudpour - مسول انجمن آزادی ادیان","False",2021-01-11," Death Toll Exceeds199,300 . Khamenei’s Red Crescent announced a ban on importing1… ","['Iran', 'Coronavirus']","2",0,0,-0.8176,0,0.429,0.571,0,"LOW","NEG",30
"3179","Elizabeth Gay 💙","False",2021-01-11,"Day 1 post covid vaccine and aside from a half dead arm and mild headache, I'm feeling good and mostly just gratefu… ","","1",0,14,-0.2263,0.159,0.155,0.686,3.5,"AVG","NEG",30
"3180","ALETTAHA💎🤗💜🌞","False",2021-01-11," He can take the we will take the Thanks. 👋","['Sputnik', 'PfizerBioNTech']","2",0,0,0.7269,0.404,0,0.596,0,"LOW","POS",30
"3181","Rosemarie o shea","False",2021-01-11,"Delighted to get my 1st dose of in the Mercy Hospital today. Thanks so much to all… ","['COVID19Vaccine', 'PfizerBioNTech']","2",0,12,0.8271,0.383,0,0.617,3,"AVG","POS",30
"3182","Lynn Gibson 🏴󠁧󠁢󠁳󠁣󠁴󠁿","False",2021-01-11,"Well that’s me just got my text to change gap between 2nd dose of out with what and… ","['PfizerVaccine', 'PfizerBioNTech']","2",0,1,0.2732,0.11,0,0.89,0.25,"LOW","POS",30
"3183","Alicia Howell 🇪🇺 🕷 🏴󠁧󠁢󠁳󠁣󠁴󠁿","False",2021-01-11,"So happy for my family friends, a couple in their 80’s, who got their call today for their vaccinations with an app… ","","1",0,1,0.796,0.262,0,0.738,0.25,"LOW","POS",30
"3184","Joshua Goldhaber, MD","False",2021-01-11,"Privileged to receive dose of the as cases and deaths and patients soar in… ","['PfizerBioNTech', 'COVID19', 'Vaccine']","2",0,4,0.4404,0.182,0,0.818,1,"LOW","POS",30
"3185","Emma Tease RD","False",2021-01-11,"So grateful to have received this today through Thank you to the staff and volunteers running the… ","","1",0,6,0.6997,0.279,0,0.721,1.5,"AVG","POS",30
"3186","SonicHammer","False",2021-01-11,"First apparent dead from the shocking if true ","['PfizerBioNTech', 'PfizerVaccine']","2",0,0,-0.6369,0.189,0.473,0.338,0,"LOW","NEG",30
"3187","Sarah Robertson","False",2021-01-11,"My grandma &amp; grandad (84/85) in have had BOTH the doses already 🙌🏼 bu… ","['Staffordshire', 'PfizerBioNTech', 'CovidVaccine']","2",1,2,0,0,0,1,1.25,"AVG","NEU",30
"3188","AliceE","False",2021-01-11,"Feeling extremely thankful to have been able to get my first Covid 19 vaccine 💪 Vaccines are cool.… ","","1",0,3,0.6697,0.244,0,0.756,0.75,"LOW","POS",30
"3189","DocsDoItBetter👨‍⚕️🩺","False",2021-01-11,"Honestly, the number of times ‘get the jab into their arms’ has been repeated over the last few weeks by the politi… ","","1",0,2,0.5106,0.177,0,0.823,0.5,"LOW","POS",30
"3190","Devika Sirohi","False",2021-01-11,"Fortunate to get my first dose of COVID-19 vaccine on Saturday!!! ","['PfizerBioNTech', 'Covid19researcher', 'BSL3personnel']","2",0,5,0.5826,0.274,0,0.726,1.25,"AVG","POS",30
"3191","Pamela Nally","False",2021-01-11,"Ok 2 questions re: response in the U.K. 1) Where is the evidence that 12wk gap between retains… ","['COVID', 'COVIDvaccine']","2",0,0,0.296,0.115,0,0.885,0,"LOW","POS",30
"3192","Nate G.","False",2021-01-11,"eCoronaPass Launches Optimized Software Platform to Facilitate COVID-19 Tests and Vaccinations Nationwide… ","","1",1,1,0.4588,0.214,0,0.786,1,"LOW","POS",30
"3193","Mo","False",2021-01-11," If Group most prone contracting are aged 80+ &amp; if those most vulnerable within that group are in… ","['COVID19']","1",0,0,-0.2944,0,0.114,0.886,0,"LOW","NEG",30
"3194","Veronica Riha","False",2021-01-11,"Proud to get my first dose of the Pfizer vaccine this morning. Incredibly grateful to all the scientists who made t… ","","1",2,28,0.7501,0.252,0,0.748,8.5,"AVG","POS",30
"3195","Awanti","False",2021-01-11,"So grateful to get the first dose of the Covid vaccine today 💪🏼Thanks to - I do reco… ","['PfizerBioNTech']","1",0,27,0.5095,0.136,0,0.864,6.75,"AVG","POS",30
"3196","Peter J. O'Brien","False",2021-01-11,"My 83 yo mom &amp; her whole ALF just got their first dose of a vaccine my lab helped develop I didn't expect tears… ","","1",1,6,0,0,0,1,2.25,"AVG","NEU",30
"3197","Sue Reeve ♥️🧡💛💚💙💜🇪🇺🇪🇺🏳️‍🌈🏳️‍🌈","False",2021-01-11," Excellent news! It's a great small step eh? Thankfully on Friday night, GP surgery phoned and my mother… ","","1",0,1,0.8977,0.421,0,0.579,0.25,"LOW","POS",30
"3198","Dr. Michelle Jung","False",2021-01-11,"Received the first dose of vaccine this morning. Thank you Dr. Sahin &amp; Dr. Tureci. I am enormously… ","['PfizerBioNTech']","1",0,7,0.3612,0.128,0,0.872,1.75,"AVG","POS",30
"3199","Naomi Morris 💚💙🖤","False",2021-01-11,"I got my &amp; you really had this clinic down! Amazingly organised, great set up! Th… ","['vaccine', 'TheArmy']","2",0,37,0.7151,0.249,0,0.751,9.25,"AVG","POS",30
"3200","Kevin Shields","False",2021-01-11," 1st dose of the vaccine done many thanks to my hard working colleagues for al… ","['COVID19', 'covidvacccine']","2",0,2,0.3612,0.168,0.081,0.751,0.5,"LOW","POS",30
"3201","Sharon O'Meara Lyon","False",2021-01-11,"Thank you. Something to celebrate today. COVID 🦠has GOT to go! ","['COVIDVaccination', 'PfizerBioNTech', 'MUSC']","2",0,1,0.7574,0.419,0,0.581,0.25,"LOW","POS",30
"3202","Michelle Dansby","False",2021-01-11,"COVID Vaccine ✅ Vaccine ✅ Vaccine Minor Soreness Vaccine Stay Tuned for Updates ","['PfizerBioNTech']","1",0,2,0,0,0,1,0.5,"LOW","NEU",30
"3203","Alon Crini","False",2021-01-11,"Got my covid vaccine today 🔥🔥🔥 ","['vaccinoCovid', 'PfizerBioNTech']","2",0,3,-0.7351,0,0.59,0.41,0.75,"LOW","NEG",30
"3204","Maria Perez Walsh","False",2021-01-11," my 75 year old, asthmatic mother just got her first COVID vaccine shot and I couldn’t be happier!! ","['vaccine', 'PfizerBioNTech']","2",0,0,0.6103,0.19,0,0.81,0,"LOW","POS",30
"3205","Rebecca Yapejian, MSN, FNP-C","False",2021-01-11,"Vaccine Grateful to for providing both vaccines and for protecting staff and our community from COV… ","","1",1,2,0.4588,0.167,0,0.833,1.25,"AVG","POS",30
"3206","#DestroyTheAadhaar    TwiLightOFTheGODS","False",2021-01-11,"4,400 adverse events reported in US after receiving Pfizer-BioNTech vaccine (0.2%) Out of these 175 were cases of… ","","1",0,0,-0.3612,0,0.128,0.872,0,"LOW","NEG",30
"3207","David Gorski, MD, PhD","True",2021-01-11,"The wife of Miami obstetrician Dr. Gregory Michael blamed his death from ITP on the ","['PfizerBioNTech', 'CovidVaccine']","2",16,65,-0.7906,0,0.35,0.65,28.25,"HIGH","NEG",30
"3208","N1english","True",2021-01-11," Federation (FBiH) entity has secured so-called cold-chain for vaccine transportation, and… ","['Bosnia', 'PfizerBioNTech']","2",0,1,0.4019,0.213,0,0.787,0.25,"LOW","POS",30
"3209","Nancy L. Wilson","False",2021-01-11,"Second dose of the vaccine DONE! ✅ ","['CovidVaccine', 'CoronavirusVaccine', 'PfizerVaccine', 'PfizerBioNTech', 'ByeByeCOVID']","3",0,3,0,0,0,1,0.75,"LOW","NEU",30
"3210","Joe Wilson, MD","False",2021-01-11,"Quick antibody run to kick off this week of vacation, or rather vaccication. Get the shot, mask up, stay distanced… ","","1",0,8,0,0,0,1,2,"AVG","NEU",30
"3211","Annabel","False",2021-01-11," And when you get there you've got a good chance of Johnson also being there for another PR… ","","1",0,0,0.5994,0.234,0,0.766,0,"LOW","POS",30
"3212","IndSamachar News","False",2021-01-11," Inc. and BioNTech SE raised their vaccine production target for this year to 2 billion shots, as t… ","['Pfizer', 'Covid19']","2",0,2,0,0,0,1,0.5,"LOW","NEU",30
"3213","🇫🇷🇮🇷🇪🇺Ali Dadban M.D.","False",2021-01-11,"Vacciné! Just got my first jab of vaccine against 💉💪🦠 ","['PfizerBioNTech', 'SARSCoV2']","2",0,7,0,0,0,1,1.75,"AVG","NEU",30
"3214","Laura Power💙 #BLM #WearAMask #COVIDvaccinated","False",2021-01-11,"Feel a little headachey &amp; tired after my 2nd which is identical to how I felt las… ","['COVIDVaccination', 'PfizerBioNTech']","2",0,3,-0.3892,0,0.141,0.859,0.75,"LOW","NEG",30
"3215","Charlotte","False",2021-01-11,"Just got my first Covid-19 Vaccine, would definitely encourage others to do the same when they’re i… ","['PfizerBioNTech']","1",0,4,0.7184,0.286,0,0.714,1,"LOW","POS",30
"3216","Ruth","False",2021-01-11,"Very glad to be joining the vaccine positive cohort 😂 so impressed by the process, friendly staff everywhere despit… ","","1",0,6,0.9515,0.486,0.052,0.462,1.5,"AVG","POS",30
"3217","Elise Graham","False",2021-01-11,"I don’t know about “anything,” but I’m ready for 95% effectiveness in 7 days. is done 🙌 ","['CovidVaccine']","1",0,2,0.5023,0.16,0,0.84,0.5,"LOW","POS",30
"3218","Stephen","False",2021-01-11,"Very privileged to get the pfizer/BioNtech vaccine with my colleagues today! Will still social distance. Will still… ","","1",1,18,0.54,0.179,0,0.821,5.25,"AVG","POS",30
"3219","Dr. Melvin Sanicas 🩺🔬","False",2021-01-11,"Here are the countries with the most administered - this is the number of doses, not number of v… ","['COVID19', 'vaccines']","2",22,34,0.0201,0.067,0.063,0.871,25,"HIGH","NEU",30
"3220","KesKon🥂كاسكُن","False",2021-01-11," ""The must be administered within five days after it leaves the main st… ","['GoodLuck', 'Lebanon', 'PfizerBioNTech', 'vaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",30
"3221","syawal™ シ","False",2021-01-11," / / ....? How to proof reside in Selangor? (Other than IC) ","['PfizerBioNTech', 'oxfordvaccine']","2",0,0,0,0,0,1,0,"LOW","NEU",30
"3222","Tony Khalife","False",2021-01-11," WHAT THE FUCK !!!!!! 😂😂😂😂🤣🤣🤣🤣🤣😱😱😱😱😱 ","['PfizerBioNTech', 'Vaccin', 'COVID19', 'Moderna']","2",0,0,-0.7783,0.264,0.355,0.381,0,"LOW","NEG",30
"3223","Rose Webster","False",2021-01-11,"PLS speak out against this mRNA 100s of DNA have NEVER worked;… ","['doctors', 'PfizerBioNTech', 'CovidVaccine', 'vaccines']","2",2,1,0.2577,0.156,0,0.844,1.75,"AVG","POS",30
"3224","Roberta Migale 💙","False",2021-01-11,"Update on side effects from the vaccine I received: day0: feeling good, day1 (yesterday afternoon)… ","['PfizerBioNTech']","1",0,11,0.5267,0.253,0,0.747,2.75,"AVG","POS",30
"3225","Sarah Thompson","False",2021-01-11,"At 80 &amp; 81 our oldies had 2nd vaccine this weekend thanks to their amazing GP… ","['PfizerBioNTech', 'COVID19', 'NHS']","2",0,4,0.7717,0.324,0,0.676,1,"LOW","POS",30
"3226","Robert Palin","False",2021-01-11,"A triumph for science and collaboration! ","['PfizerBioNTech']","1",0,9,0.5255,0.404,0,0.596,2.25,"AVG","POS",30
"3227","University of Pécs (UP)","False",2021-01-11,"In the last two days of 2020, the Clinical Centre of the began vaccinating healthcare workers aga… ","['UniversityofPécs']","1",0,8,0,0,0,1,2,"AVG","NEU",30
"3228","Ash_bambury","False",2021-01-11,"So happy to receive my I can confirm the main side effect is indeed euphoria! thank you… ","['COVIDVaccination', 'COVID19']","2",26,469,0.9019,0.442,0,0.558,136.75,"HIGH","POS",30
"3229","Salim Jiwa","False",2021-01-11," No ordinary Joe. President Biden will get his second dose on time on Monday - exactly according to FDA and… ","['cdnpoli']","1",27,85,-0.296,0,0.104,0.896,41.5,"HIGH","NEG",30
"3230","Carla","False",2021-01-11,"Why are you gonna settle for anything less if you have the best? ","['Pfizer', 'PfizerVaccine', 'PfizerVaccine', 'PfizerBioNTech']","2",0,1,0.6369,0.259,0,0.741,0.25,"LOW","POS",30
"3231","Simon Hodes ⬅️2m➡️ 😷","False",2021-01-11," By delaying the boosters they can… ","['PfizerBioNTech']","1",0,1,0,0,0,1,0.25,"LOW","NEU",30
"3232","Langata Hospital","False",2021-01-11,"The has listed the Covid-19 vaccine for emergency use. The validation opens the door for count… ","['PfizerBioNTech']","1",0,1,-0.3818,0,0.148,0.852,0.25,"LOW","NEG",30
"3233","Dean McLaughlin","False",2021-01-11,"From the this morning re: the vaccine in NI. ⬇️ ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",30
"3234","Iranian Community Romania","False",2021-01-11," Death Toll Exceeds199,300 . Red Crescent announced a ban on importing15… ","['Iran', 'Coronavirus']","2",1,1,-0.8176,0,0.455,0.545,1,"LOW","NEG",30
"3235","Sami 💞","False",2021-01-19,"So I volunteered to have the on 30th December and told second dose would be within 28 days. Govt cha… ","['CovidVaccine']","1",0,0,0,0,0,1,0,"LOW","NEU",38
"3236","Nic Paul Enache","False",2021-01-19,"Whoever gets the or is a reptilian 🧟‍♂️","['PfizerBioNTech', 'Moderna', 'vaccines']","2",0,8,0,0,0,1,2,"AVG","NEU",38
"3237","ON-CROSS - Canada's Online Choice!","False",2021-01-19,"What A Excuse Of A (*So-Called*) Does ( Not Realize This Is A Pandemic/Publ… ","['Horrible', 'Premier', 'Global']","2",0,1,0.0772,0.091,0,0.909,0.25,"LOW","POS",38
"3238","Sahand Ensafi","False",2021-01-13,"Received the second dose of my today! Feeling and can’t wait for all of my colleagues/frie… ","['COVID19Vaccine', 'blessed']","2",0,33,0.2003,0.107,0,0.893,8.25,"AVG","POS",32
"3239","Sharon Mulvagh MD","False",2021-01-13," Feeling Great and Grateful! 🙏 to all researchers, and fr… ","['IGotTheShot', 'seconddose', 'PfizerBioNTech', 'COVIDVaccination']","2",2,36,0.8356,0.526,0,0.474,10.5,"HIGH","POS",32
"3240","just_jana🌈","False",2021-01-13,"It’s been several hours since my first dose of the The injection site is a little sore and I h… ","['PfizerCovidVaccine']","1",0,1,-0.2975,0,0.104,0.896,0.25,"LOW","NEG",32
"3241","K Tinker","False",2021-01-13," in normal times, this would've been today's headline. ","['PfizerBioNTech', 'MultipleSclerosis']","2",0,1,0,0,0,1,0.25,"LOW","NEU",32
"3242","Madison Teal Dyches","False",2021-01-13,"I wish everyone had access to this. But, I was vaccinated, and you should be too, when you're able! ","['PfizerBioNTech']","1",0,2,0.2828,0.106,0,0.894,0.5,"LOW","POS",32
"3243","Dr.Pradeep Mishra","False",2021-01-13,"There should be an effort in India to bring mRNA vaccines made by Moderna and Pfizer BioNtech. It is necessary to h… ","","1",0,0,0,0,0,1,0,"LOW","NEU",32
"3244","Shyamal Subramanyam","False",2021-01-13,"Couldn’t wait to get my vaccine. We owe this gift to all the scientists, and emergency workers who worked behind th… ","","1",0,3,0.1962,0.135,0.104,0.761,0.75,"LOW","POS",32
"3245","Whitney Steinmetz, FNP","False",2021-01-13," Whitney/NM/GI fully vaccinated and grateful 🙌 ","['PfizerBioNTech', 'NPChat']","2",0,12,0.5046,0.352,0,0.648,3,"AVG","POS",32
"3246","Grumpy Old Antifa","False",2021-01-13," Hands up who thinks the Morrison government and their families will get the vaccine… ","['PfizerBioNTech']","1",11,94,0,0,0,1,31.75,"HIGH","NEU",32
"3247","Ben Chipkin, MS","False",2021-01-13,"We Couples Vaxxed! 🦠💉 Unspeakable gratitude to the scientists, healthcare workers, food industry workers, people tr… ","","1",1,10,0.5562,0.183,0,0.817,3.25,"AVG","POS",32
"3248","Christiane Sarah B - St Jude's Medical Physicist","False",2021-01-13,"I received my booster shot (# 2) for the Pfizer/BioNTech vaccine today. ","['PfizerBioNTech', 'PfizerVaccine']","2",0,4,0,0,0,1,1,"LOW","NEU",32
"3249","Sumon Das","False",2021-01-13,"Dose 2 in! ","['PfizerBioNTech', 'COVID19', 'science', 'PedsICU', 'igottheshot', 'righttobarearms', 'ScienceMatters']","3",1,4,0,0,0,1,1.75,"AVG","NEU",32
"3250","Grumpy Old Antifa","False",2021-01-13," at 62 per cent efficacy, it leaves many people Consider this at 95 p… ","['AstraZeneca', 'CovidVulnerable', 'PfizerBioNTech']","2",0,0,0,0,0,1,0,"LOW","NEU",32
"3251","Sivanathan 🇲🇾","False",2021-01-13,"Can someone point me to where I can find the latest data on vaccination? The info is scarce and I'm… ","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",32
"3252","kapekaya","False",2021-01-13,"It’s 95% efficacy or 94.5%. efficacy rate for me... both ‘MRNA ‘ ","['PfizerBioNTech', 'modernavaccine', 'itIsMyBodyItIsMyChoice']","2",0,0,0,0,0,1,0,"LOW","NEU",32
"3253","VHX","False",2021-01-13," It only has 62% efficacy compared to which has 95%","['PfizerBioNTech']","1",0,0,0,0,0,1,0,"LOW","NEU",32
"3254","Leah Procito","False",2021-01-12,"Got my 2nd dose of the pfizer vaccine today and i am feeling great , and urge everyone to get the vaccine as soon a… ","","1",0,2,0.6808,0.196,0,0.804,0.5,"LOW","POS",31
"3255","MUSC Pharmacy Residency","False",2021-01-12,"Our very own, PGY1 Community Resident Dr. Katie Henn, drawing up doses for our patients to get their COVID vaccines… ","","1",1,24,0,0,0,1,6.75,"AVG","NEU",31
"3256","Alan Challoner","False",2021-01-12,"What are differences between the The three are from the Unive… ","['Covid', 'vaccines', 'Covid19', 'vaccines', 'PfizerBioNTech']","3",0,0,0,0,0,1,0,"LOW","NEU",31
"3257","Frissian","False",2021-01-12,"Correction on previous post: 62% effective rate for ","['AstraZeneca', 'COVID19', 'vaccine', 'AstraZeneca', 'Moderna']","3",1,0,0.4767,0.307,0,0.693,0.75,"LOW","POS",31
"3258","Hanna","False",2021-01-12,"Got second dose of the vaccine yesterday and had to call in sick today from work. Low grade fever and muscle aches… ","","1",0,6,-0.6597,0,0.213,0.787,1.5,"AVG","NEG",31
"3259","Frissian","False",2021-01-12,"AstraZeneca’s Phase 3 only shows 67% effective rate while while Pfeizer shows 90% ","['COVID19', 'vaccine', 'AstraZeneca']","2",1,0,0.4767,0.205,0,0.795,0.75,"LOW","POS",31
